Phrase,Sentiment
creative inspired successful excellent,Positive
adequate normal,Neutral
weak angry disappointing bad,Negative
angry sad failure frustrated,Negative
good strong,Positive
standard regular,Neutral
horrible bad,Negative
wonderful creative,Positive
strong successful,Positive
basic common,Neutral
terrible failure horrible angry,Negative
sufficient common usual average,Neutral
disappointing terrible,Negative
good strong joyful brilliant,Positive
sad terrible frustrated poor,Negative
weak sad,Negative
basic common standard,Neutral
good joyful inspired happy,Positive
standard average regular,Neutral
angry weak sad disappointing,Negative
disappointing sad,Negative
inspired wonderful successful,Positive
failure poor angry disappointing,Negative
excellent good creative,Positive
bad poor disappointing angry,Negative
disappointing angry poor failure,Negative
sad horrible frustrated weak,Negative
inspired successful,Positive
normal average,Neutral
disappointing sad,Negative
happy excellent successful,Positive
standard normal sufficient,Neutral
happy brilliant successful,Positive
frustrated terrible sad,Negative
poor angry,Negative
frustrated terrible horrible bad,Negative
terrible bad failure disappointing,Negative
failure angry terrible frustrated,Negative
poor disappointing terrible,Negative
happy inspired,Positive
inspired creative wonderful excellent,Positive
failure bad,Negative
failure frustrated poor disappointing,Negative
sufficient common average standard,Neutral
failure terrible disappointing sad,Negative
sad weak,Negative
standard basic,Neutral
sufficient basic adequate,Neutral
standard sufficient usual,Neutral
sad disappointing failure,Negative
angry sad,Negative
average regular adequate sufficient,Neutral
common typical normal,Neutral
common usual regular,Neutral
happy successful brilliant creative,Positive
brilliant wonderful,Positive
successful inspired happy,Positive
basic standard usual,Neutral
horrible failure,Negative
frustrated angry terrible,Negative
standard sufficient,Neutral
adequate usual,Neutral
joyful successful,Positive
creative good brilliant,Positive
weak sad disappointing bad,Negative
standard adequate usual,Neutral
strong happy successful creative,Positive
standard average,Neutral
successful wonderful creative,Positive
frustrated disappointing,Negative
good happy,Positive
failure angry weak,Negative
horrible angry failure,Negative
standard normal typical usual,Neutral
inspired creative good,Positive
weak bad terrible angry,Negative
basic standard,Neutral
typical average,Neutral
brilliant successful,Positive
typical adequate common average,Neutral
disappointing angry,Negative
inspired good wonderful,Positive
regular basic typical usual,Neutral
sad terrible,Negative
sufficient regular usual,Neutral
joyful happy good creative,Positive
joyful creative good,Positive
terrible frustrated,Negative
normal average usual,Neutral
brilliant excellent strong successful,Positive
excellent happy,Positive
bad horrible terrible,Negative
inspired wonderful,Positive
disappointing weak bad terrible,Negative
disappointing horrible frustrated,Negative
inspired successful,Positive
basic typical adequate,Neutral
common adequate usual average,Neutral
typical adequate usual,Neutral
failure terrible frustrated weak,Negative
average sufficient normal,Neutral
bad angry sad frustrated,Negative
inspired successful joyful,Positive
excellent brilliant happy,Positive
standard normal regular average,Neutral
excellent creative wonderful,Positive
brilliant wonderful,Positive
wonderful good,Positive
sufficient usual common normal,Neutral
average common,Neutral
sufficient standard,Neutral
typical normal,Neutral
sufficient common,Neutral
average normal common,Neutral
average regular,Neutral
sufficient common adequate regular,Neutral
successful wonderful brilliant good,Positive
terrible angry,Negative
common standard,Neutral
weak disappointing terrible,Negative
typical usual sufficient,Neutral
common average,Neutral
regular average,Neutral
bad poor failure,Negative
adequate normal standard,Neutral
typical average common normal,Neutral
adequate basic common typical,Neutral
standard usual basic typical,Neutral
brilliant successful joyful,Positive
joyful wonderful creative good,Positive
normal common average,Neutral
normal common,Neutral
creative brilliant,Positive
sad failure,Negative
joyful good inspired strong,Positive
common adequate basic,Neutral
weak bad disappointing,Negative
weak disappointing poor,Negative
poor disappointing frustrated,Negative
happy inspired wonderful,Positive
bad failure,Negative
horrible bad,Negative
angry bad,Negative
inspired happy wonderful,Positive
common regular,Neutral
normal typical,Neutral
brilliant creative joyful strong,Positive
weak disappointing,Negative
basic adequate regular,Neutral
angry weak sad disappointing,Negative
average standard regular,Neutral
happy brilliant,Positive
average adequate,Neutral
creative happy good joyful,Positive
usual typical sufficient adequate,Neutral
poor sad,Negative
strong inspired,Positive
bad frustrated failure horrible,Negative
average standard basic sufficient,Neutral
usual normal standard,Neutral
common regular typical sufficient,Neutral
basic adequate sufficient,Neutral
weak sad,Negative
usual typical,Neutral
sufficient normal regular average,Neutral
typical adequate,Neutral
frustrated failure horrible,Negative
excellent successful joyful good,Positive
usual regular,Neutral
joyful good,Positive
disappointing horrible angry poor,Negative
terrible failure,Negative
excellent brilliant strong inspired,Positive
strong good inspired excellent,Positive
wonderful good,Positive
joyful good successful brilliant,Positive
standard usual,Neutral
adequate typical usual basic,Neutral
bad frustrated,Negative
typical average usual,Neutral
inspired strong brilliant successful,Positive
good creative excellent inspired,Positive
poor disappointing,Negative
poor terrible,Negative
normal standard regular basic,Neutral
standard basic normal,Neutral
wonderful good,Positive
brilliant good,Positive
bad poor sad,Negative
basic standard adequate,Neutral
frustrated angry,Negative
standard regular,Neutral
joyful brilliant strong,Positive
typical adequate basic,Neutral
failure terrible frustrated disappointing,Negative
strong good inspired brilliant,Positive
average sufficient,Neutral
failure weak bad angry,Negative
frustrated disappointing,Negative
standard regular adequate,Neutral
joyful excellent,Positive
basic sufficient typical,Neutral
terrible poor,Negative
sufficient regular usual,Neutral
happy inspired,Positive
wonderful happy,Positive
creative brilliant joyful strong,Positive
successful strong excellent,Positive
weak sad,Negative
average adequate basic,Neutral
weak angry frustrated,Negative
typical standard,Neutral
usual typical,Neutral
poor sad frustrated horrible,Negative
normal usual adequate,Neutral
basic typical common,Neutral
adequate usual regular normal,Neutral
sad weak,Negative
creative joyful,Positive
terrible horrible poor frustrated,Negative
creative brilliant successful,Positive
brilliant successful,Positive
average basic,Neutral
failure angry,Negative
joyful excellent,Positive
horrible weak,Negative
strong good brilliant,Positive
weak sad horrible,Negative
sufficient usual common,Neutral
adequate sufficient standard usual,Neutral
successful good,Positive
basic sufficient standard,Neutral
excellent creative strong happy,Positive
average basic regular,Neutral
failure angry weak terrible,Negative
disappointing failure frustrated poor,Negative
sad weak angry,Negative
typical usual regular,Neutral
angry bad disappointing frustrated,Negative
joyful good,Positive
frustrated failure sad disappointing,Negative
weak frustrated bad poor,Negative
adequate standard typical usual,Neutral
basic average,Neutral
typical standard basic,Neutral
usual typical regular adequate,Neutral
regular common adequate usual,Neutral
weak frustrated terrible bad,Negative
common normal average,Neutral
typical adequate sufficient,Neutral
joyful strong,Positive
sad frustrated,Negative
creative strong,Positive
wonderful creative excellent successful,Positive
excellent happy strong wonderful,Positive
normal sufficient,Neutral
wonderful strong successful,Positive
strong happy,Positive
successful joyful creative,Positive
inspired happy good,Positive
normal basic usual,Neutral
excellent successful,Positive
standard basic,Neutral
frustrated bad angry,Negative
successful inspired happy,Positive
brilliant creative,Positive
failure horrible weak,Negative
adequate common average normal,Neutral
joyful wonderful brilliant excellent,Positive
terrible poor frustrated,Negative
brilliant happy,Positive
brilliant successful good joyful,Positive
good strong happy wonderful,Positive
weak terrible poor sad,Negative
disappointing weak sad failure,Negative
poor failure,Negative
poor weak failure angry,Negative
strong good joyful,Positive
failure sad frustrated poor,Negative
sad disappointing failure,Negative
basic average regular,Neutral
usual standard typical,Neutral
inspired successful,Positive
horrible bad weak,Negative
